Measure	NumValues	Units	Minimum	25%	50%	75%	Maximum	Mean	StdDev
Europium	28	['ppm       ' 'mg/kg']	0.5594	0.7928750000000001	1.2435	1.6435000000000002	3.7	1.3675214285714286	0.7368390689953157
Famotidine	1	['% recovery']	94.4	94.4	94.4	94.4	94.4	94.4	
Fecal Coliform	4837	"['cfu/100ml' 'MPN/100ml' 'MPN' 'MPN/100ml ' 'cfu/100ml ' 'MPN       '
 '#/100ml   ']"	-1.0	10.0	17.0	67.0	1600000.0	1127.4481083316105	32990.92421131224
Fecal Streptococcus	316	['cfu/100ml' 'MPN/100 ml']	1.0	10.0	38.0	230.0	2000000.0	13792.354430379746	122356.86252013972
Fecal Streptococcus Group Bacteria	35	['cfu/100ml ' 'MPN/100ml ' 'MPN       ' 'MPN/100ml']	0.0	0.0	10.0	57.5	540.0	72.28571428571429	137.89650241449658
Fecal coliforms	434	['cfu/100ml' 'MPN/100 ml']	0.0	7.0	35.0	200.0	6700000.0	71057.91705069125	543537.2743051013
Fenamiphos	0	[]							
Fenarimol	0	[]							
Fenbendazole	0	[]							
Fenitrothion	2	['ug/l']	-0.005	-0.005	-0.005	-0.005	-0.005	-0.005	0.0
Fenpropathrin	3	['ng/l' 'ug/l']	-2.0	-1.0	0.0	0.0015	0.003	-0.6656666666666667	1.155567537331044
Fensulfothion	1	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	
Fenthion	3	['ug/l']	-0.03	-0.015	0.0	0.0	0.0	-0.01	0.01732050807568877
Fenuron	1	['ug/l']	0.02	0.02	0.02	0.02	0.02	0.02	
Ferrous ion	8	['mg/l      ']	11.0	14.0	6185.0	8542.5	16100.0	6112.375	6172.82162704267
Fertilization	19	['%']	79.0	91.0	95.0	98.0	100.0	94.05263157894737	5.285973937491205
Fipronil	12	['ug/l' 'ng/l']	0.001	0.00475	0.008	0.022250000000000002	0.6	0.06466666666666666	0.16985573201093243
Fipronil Desulfinyl	2	['ug/l']	0.0012	0.001325	0.00145	0.0015749999999999998	0.0017	0.00145	0.00035355339059327376
Fipronil Sulfide	0	[]							
Fipronil Sulfone	1	['% recovery']	106.0	106.0	106.0	106.0	106.0	106.0	
Fish standard length	593	['mm']	18.0	47.0	69.0	106.0	505.0	89.75379426644182	70.95894861432807
Fixed dissolved solids	6	['mg/l']	49.0	91.25	112.0	129.75	403.0	149.33333333333334	127.71322040676392
Fixed suspended solids	16	['mg/l']	0.0	25.25	52.5	156.25	540.0	103.0	136.08036841024008
Floating debris, severity	0	[]							
Flow	1972	"['mgd' 'cfs' 'gal/min   ' 'cfs       ' 'gal/hr    ' 'l/day     '
 'm3/sec    ' 'l/sec     ' 'gal/day   ' 'cm3/sec   ' 'ft/sec' 'm3/sec'
 'ft3/sec' 'l/min     ']"	-0.28	1.7	6.865	29.909999999999997	1890000.0	64708.44354725449	261282.1225904169
Flow rate, instantaneous	143	['gal/min']	0.01	1.0	2.6	20.0	2300.0	149.40734265734258	422.03421723127553
Flow runoff	2	['cfs       ']	1477.0	1825.75	2174.5	2523.25	2872.0	2174.5	986.4139597552338
Flow stream stage (choice list)	0	[]							
Flow, severity (choice list)	0	[]							
Fluconazole	0	[]							
Flufenacet	0	[]							
Flumetralin	0	[]							
Flumetsulam	0	[]							
Fluometuron	0	[]							
Fluoranthene	90	['ug/l' 'ng/g' 'pg/l' 'ng/g      ' 'ug/kg     ' 'ug/kg']	0.0	32.075	659.0	2225.0	7370.0	1419.971381111111	1798.5776721531793
Fluoranthene-1,2,3,4,5,6,7,8,9,10-d10	2	['% recovery']	91.6	94.69999999999999	97.8	100.9	104.0	97.8	8.768124086713193
Fluoranthenes and pyrenes, total	3	['ng/g      ' 'ug/kg     ']	0.0	5.0	10.0	15.25	20.5	10.166666666666666	10.251016209787853
Fluorene	82	['ug/l' 'ng/g' 'pg/l' 'ng/g      ' 'ug/kg     ']	-0.0054600000000000004	1.4249999999999998	33.5	564.25	13000.0	500.56513097560975	1477.8366410112046
Fluorene-d10	1	['%']	66.0	66.0	66.0	66.0	66.0	66.0	
Fluoride	3162	['mg/l' 'mg/l      ' 'ppb       ' 'ug/l']	-0.023	0.2	0.3	0.6	1203.0	1.1536176154332591	22.006207684218644
Fluorine	9	['mg/l      ']	0.08	0.09	0.14	0.25	0.34	0.17555555555555558	0.09422196016735047
Fluorobenzene	5	['ug/l      ']	1.0	1.0	1.0	1.0	1.0	1.0	0.0
Fluoxetine hydrochloride	0	[]							
Fluticasone propionate	0	[]							
Fluvalinate	1	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	
Fonofos	9	['ug/l']	-0.004	0.003	0.008	0.011	0.19	0.027422222222222223	0.06137497001583336
Foramsulfuron	3	['% recovery']	83.0	93.0	103.0	108.5	114.0	100.0	15.716233645501712
Formetanate hydrochloride	43	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fuel, Diesel Range (C10-C28)	1	['mg/l']	0.57	0.57	0.57	0.57	0.57	0.57	
Furosemide	0	[]							
Gage height	1299	['ft' 'ft        ' 'm']	-1.67	0.69	1.42	2.53	1312.0	4.729403387220944	36.983668931735934
Gallium	15	['mg/kg']	5.0	10.0	14.0	17.0	19.0	13.733333333333333	4.415341220702891
Gasoline	0	[]							
Gemfibrozil	5	['% recovery' 'ug/l']	0.055999999999999994	76.5	86.5	93.1	93.9	70.0112	39.72241970474608
General observation (text)	0	[]							
General pathology (text)	0	[]							
Germanium	1	['ug/l']	1.0	1.0	1.0	1.0	1.0	1.0	
Glipizide	0	[]							
Glyphosate	74	['ug/l']	0.0	0.0	0.0	0.0	20.0	1.0731081081081084	3.8999406127110556
Gold	0	[]							
Gran acid neutralizing capacity	20	['ueq/L' 'mg/l      ']	133.0	696.7750000000001	2189.09	3363.9	5892.5	2297.728	1936.7774225694436
Gross beta radioactivity, (Cesium-137 ref std)	1	['pCi/L     ']	3.98	3.98	3.98	3.98	3.98	3.98	
Hafnium	35	['ppm       ']	1.662	6.266	11.0	18.0	42.0	12.810742857142856	8.594041096778001
Halon 1011	4	['ug/l']	0.02	0.0275	0.03	0.0375	0.06	0.035	0.017320508075688773
Halosulfuron-methyl	0	[]							
Hardness, Ca, Mg	155	['mg/l      ' 'mg/l' 'mg/l CaCO3']	2.0	30.0	39.0	61.0	330.0	60.0	65.88744830508952
Hardness, carbonate	1381	['mg/l CaCO3' 'mg/l      ' 'mg/l' 'ug/l      ']	0.0	46.0	76.0	130.0	8760.0	233.44315713251268	592.5990889978142
Hardness, magnesium	1	['mg/l      ']	62.3	62.3	62.3	62.3	62.3	62.3	
Hardness, non-carbonate	3683	['mg/l      ' 'mg/l CaCO3']	0.0	0.0	21.0	140.0	9490.0	159.90442573988597	521.36937125355
Height, gage	1157	['ft']	-1.8	2.49	4.75	7.86	120.0	11.031616248919597	21.61845723327001
Helium	1	['ppm       ']	6.7	6.7	6.7	6.7	6.7	6.7	
Heptachlor	144	['ng/g' 'ug/l' 'ug/kg     ' 'pg/l' 'ug/kg']	0.0	0.0	0.0	0.0	585.0	10.191659722222223	55.15371176119744
Heptachlor epoxide	179	['ng/g' 'ug/l' 'pg/l' 'ug/kg     ' 'ug/kg']	0.0	0.0	0.0	4.01	300.0	10.115266480446929	31.582935304090334
Heterotrophic bacteria	5	['MPN/100ml' 'cfu/ml']	0.0	200.0	580.0	1300.0	6800.0	1776.0	2851.9957924232635
Hexachlorobenzene	58	['pg/l' 'ng/g' 'ug/kg     ' 'ng/g      ' 'ug/l']	0.0	0.26825	5.550000000000001	22.35	180.0	23.43066896551725	39.23344680870266
Hexachlorobutadiene	115	['ug/l' 'ug/l      ']	0.0	0.0	0.0	0.0	0.35200000000000004	0.005313043478260869	0.03481337845718735
Hexachlorocyclopentadiene	0	[]							
Hexachloroethane	0	[]							
Hexacosane	0	[]							
Hexadecane	1	['ug/kg']	275.3	275.3	275.3	275.3	275.3	275.3	
Hexazinone	56	['ug/l' 'ng/l']	0.006999999999999999	0.0185	3.7	13.274999999999999	157.0	12.81862142857143	26.152507971864605
Holmium	2	['mg/kg']	1.0	1.25	1.5	1.75	2.0	1.5	0.7071067811865476
Horiz.Dist.Undercut Banks	426	['m']	0.0	0.0	0.0	0.0	1.1	0.016291079812206573	0.10743578006367366
Hydrochlorothiazide	0	[]							
Hydrocodone bitartrate	1	['% recovery']	83.4	83.4	83.4	83.4	83.4	83.4	
Hydrogen	12	['ueq/L' 'ug/l']	0.006	0.0105	0.013999999999999999	0.02825	0.1548816619	0.029738295316666673	0.04170651530551521
Hydrogen ion	6396	['mg/l']	1e-05	1e-05	2e-05	5e-05	1010.0	0.20193973889930442	12.848620370095377
Hydrogen sulfide	36	['mg/l' 'mg/l      ']	0.0	0.01	0.0397	0.38549999999999995	8.1199982276	0.6174943088888892	1.5897956659716734
Hydromorphone hydrochloride	0	[]							
Hydrophobic fraction of organic carbon	2	['100xA/cm/c' '%']	1.9	15.925	29.95	43.975	58.0	29.95	39.66869042456532
Hydroxide	29	['ueq/L' 'mg/l']	0.0	0.0	0.0	0.525	19.0	1.3193278458068964	3.7690598327690283
Hydroxybupropion	1	['% recovery']	100.0	100.0	100.0	100.0	100.0	100.0	
Ibuprofen-13C3	3	['% recovery']	47.3	75.65	104.0	106.5	109.0	86.76666666666667	34.27044402007849
Imazaquin	0	[]							
Imazethapyr	3	['ug/l' 'ng/l']	0.43	0.815	1.2	1.2999999999999998	1.4	1.01	0.5121523210920751
Imidacloprid	5	['ug/l']	0.0014	0.0015	0.002	0.002	0.002	0.00178	0.000303315017762062
Indeno[1,2,3-cd]pyrene	90	['ug/l' 'ng/g' 'pg/l' 'ng/g      ' 'ug/kg     ']	-0.12	1.7449999999999999	117.45	745.75	13600.0	1102.542797888889	2552.1599716971587
Indium	0	[]							
Indole	0	[]							
Inorganic carbon	40	['mg/l' 'g/kg' '%']	0.01	0.085	0.45	11.75	84.0	9.5125	17.891474226569482
Inorganic nitrogen (nitrate and nitrite)	3518	['mg/l' 'ug/l' 'mg/l      ' 'mg/l as N' 'mg/kg as N']	0.0	0.07617499999999999	0.5	3.13	2660.0	5.479694154249584	49.8119146373943
Inorganic nitrogen (nitrate and nitrite) as N	167	['mg/l      ' 'ppm       ' 'ug/l      ']	0.0001	0.0116	0.5	1.675	397.754	23.588113173652694	80.33078267485564
Instream features, est. stream width	425	['ft']	1.9	40.0	95.0	163.0	1750.0	138.10870588235295	205.71187648470632
Iodide	290	['mg/l']	0.001	0.004	0.017	0.067	10.0	0.14578965517241388	0.6446208675402874
Iodine	2	['mg/l']	0.41	0.6225	0.835	1.0475	1.26	0.835	0.6010407640085654
Ionic strength	5	['m']	0.001	0.003	0.006	0.007730594300000001	0.008	0.00514611886	0.003055707431387779
Iprodione	22	['ug/l']	0.009000000000000001	0.02275	0.054	0.839	19.8	2.0462272727272715	4.777754911410431
Iridium	0	[]							
Iron	3448	"['ug/l' 'mg/kg' 'mg/l' '%         ' 'ug/l      ' 'ppb       ' 'ppm       '
 'ug/g' 'mg/kg     ' 'ug/kg' 'ug/g      ' 'mg/l      ' '%']"	0.0	7.3	30.0	150.0	2400000.0	3924.7971223657196	53562.80920996704
Iron, ion (Fe2+)	5	['mg/l' 'ug/l']	0.02	1.6	29.0	159.0	936.0	225.12399999999997	402.7457273268085
Isoborneol	0	[]							
Isodrin	0	[]							
Isofenphos	0	[]							
Isophorone	2	['ug/l']	0.02	0.0275	0.035	0.0425	0.05	0.035	0.021213203435596427
Isopropyl ether	1	['ug/l']	0.04	0.04	0.04	0.04	0.04	0.04	
Isoquinoline	0	[]							
Isoxaben	0	[]							
Kerosene	0	[]							
Ketoconazole	0	[]							
Ketoprofen	0	[]							
Kjeldahl nitrogen	2944	['mg/l' 'ug/l' 'mg/l      ' 'mg/kg     ' 'mg/l as N' 'mg/kg as N']	-0.25	0.17	0.4	0.91	39000.0	18.494968546195643	721.505624252273
Krypton	3	['cm3/g STP']	5.41e-08	6.035000000000001e-08	6.66e-08	7.815e-08	8.97e-08	7.013333333333334e-08	1.8061100003414338e-08
Lamotrigine	1	['% recovery']	94.1	94.1	94.1	94.1	94.1	94.1	
Lanthanum	77	['ppm       ' 'mg/kg']	4.57	21.0	31.0	46.03	380.0	45.37762337662338	50.52358554936678
Lead	1595	"['ug/l' 'mg/l' 'ppm       ' 'mg/kg' 'ug/l      ' 'mg/kg     ' 'ug/g' '%'
 'ug/g      ']"	-0.16	0.0	0.05301	0.886	2400.0	11.877834834306583	81.21497250257248
Lead-210	10	['pCi/L' 'dpm/g']	-0.17	-0.1	0.05	0.475	7.2	1.023	2.335798935410894
Lederfen	0	[]							
Length	1506	['count' 'mm' 'm']	1.0	71.0	112.0	145.0	525.0	111.55112881806109	54.83466277136969
Length, Total (Fish)	690	['mm']	23.0	57.0	85.0	126.0	672.0	110.79130434782608	87.66410650967391
Levorphanol	2	['% recovery']	110.0	111.5	113.0	114.5	116.0	113.0	4.242640687119285
Light attenuation coefficient	11793	['None' 'None      ']	0.287	0.569	0.679	0.87	8.818	0.7822259645552455	0.3845503603623578
Light attenuation, depth at 99%	2	['ft']	9.8	11.600000000000001	13.4	15.2	17.0	13.4	5.091168824543142
Light, photosynthetic active radiation (PAR)	120	['umol/S/m2' 'umol/m2/s ' 'uE/m2/sec ']	60.0	582.375	1465.0	2299.5	4058.5	1470.48125	945.4684115894887
Light, photosynthetic active radiation at depth (PAR)	12217	['uE/m2/sec' 'uE/m2/sec ' 'umol/S/m2' 'umol/m2/s ']	0.0	2.0	16.8	114.1	7894.5	130.8680439551454	338.16969256927183
Light, transmissivity	18563	['%' '%         ']	-1.0	79.66	84.07	86.805	100.0	81.91511994662129	8.504220200395139
Lime Demand	16	['lbs/kgal  ']	0.33	0.67	0.67	1.34	541.0	56.098125	142.0996258601103
Lincomycin	1	['ug/l']	0.086	0.086	0.086	0.086	0.086	0.086	
Lindane	200	['ug/l' 'pg/l' 'ug/kg     ' 'ng/g' 'ug/kg']	0.0	0.0	0.0	0.043625	3100.0	56.639838999999995	248.72662436712403
Linuron	4	['ug/l']	0.008	0.015500000000000002	0.025500000000000002	0.20475	0.72	0.19475	0.3503173561215602
Lipids	121	['%']	0.142	0.447	0.922	2.16	22.9	2.2762479338842976	3.4380588716139227
Lithium	662	['ug/l      ' 'ppm       ' 'ppb       ' 'mg/l' 'mg/l      ' 'ug/l' 'mg/kg']	0.0	6.275	20.0	50.0	7900.0	114.97246827794558	573.7940121615851
Loratadine	1	['% recovery']	89.8	89.8	89.8	89.8	89.8	89.8	
Lorazepam	0	[]							
Lorazepam glucuronide	0	[]							
Lutetium	27	['ppm       ']	0.2	0.3	0.4	0.653	1.8	0.5330629629629628	0.36499995589899437
MBAS	13	['ug/l' 'mg/l']	0.006999999999999999	0.011000000000000001	0.033	21.0	107.0	15.02807692307692	29.594883382271615
MCPA	63	['ug/l']	0.0	0.0	0.0	0.0	0.2	0.005714285714285714	0.03201382189971589
MCPB	0	[]							
MDA	0	[]							
MDEA	0	[]							
MDMA	0	[]							
Macroinvertebrates	2	['None' '#/m2      ']	458.0	693.5	929.0	1164.5	1400.0	929.0	666.0945878777278
Magnesium	6221	"['mg/l' '%         ' 'mg/l      ' 'ug/l      ' 'ppm       ' 'ueq/L     '
 'ug/l' 'ueq/L' 'mg/kg' '%']"	0.0	5.6	14.0	33.7	29600.0	78.02349433531592	600.399322333068
Malaoxon	4	['ug/l']	0.015	0.01575	0.024	0.04525	0.085	0.037000000000000005	0.032934277989150856
Malathion	159	['ug/l' 'ng/l']	-0.018000000000000002	0.0	0.0	0.028999999999999998	1060.0	10.688921383647806	91.12142788269641
Malathion-D10	1	['% recovery']	78.4	78.4	78.4	78.4	78.4	78.4	
Manganese	2683	"['ug/l' 'mg/l' 'ppm       ' 'ug/l      ' 'ppb       ' 'ug/g' 'ug/g      '
 'mg/kg' 'mg/kg     ']"	0.0	1.26	10.9	87.95	84000.0	361.4537936225421	3230.513912625078
Measured reach length	96	['m']	100.0	150.0	150.0	150.0	500.0	161.4375	47.863360891076944
Mecoprop	57	['ug/l' '% recovery']	0.0	0.0	0.0	0.0	98.5	1.7280701754385965	13.046643717090681
Mefenamic acid	0	[]							
Mefenamic acid 3-hydroxy methyl	0	[]							
Meperidine	1	['% recovery']	97.2	97.2	97.2	97.2	97.2	97.2	
Mephobarbital	0	[]							
Meprobamate	2	['% recovery']	113.0	113.0	113.0	113.0	113.0	113.0	0.0
Mercury	886	"['ng/l' 'mg/l' 'mg/kg' 'ug/l' 'ppm       ' 'ug/g' 'ug/g      ' 'mg/kg     '
 'ng/l      ' 'ug/l      ' 'ug/kg']"	-0.000308358	0.0	0.1	0.88925	41000.0	71.41085073744433	1394.2764141170715
Mestranol	0	[]							
Metalaxyl	8	['% recovery' 'ug/l']	0.006999999999999999	0.0095	0.01	0.01175	104.0	13.009000000000002	36.76591619188309
Metaxalone	1	['% recovery']	90.6	90.6	90.6	90.6	90.6	90.6	
Metformin	0	[]							
Methacrylonitrile	0	[]							
Methadone	0	[]							
Methamphetamine hydrochloride	0	[]							
Methane	8	['ppm       ' 'mg/l' '%']	0.0016	0.0553	40.5	76.83	610.0	106.300175	206.88115630671186
Methanone, bis(4-chlorophenyl)-	2	['ug/l']	0.006999999999999999	0.0085	0.01	0.011500000000000002	0.013000000000000001	0.01	0.004242640687119287
Methidathion	77	['ug/l']	-0.08800000000000001	0.0	0.0	0.0	0.2	0.005272727272727274	0.027014925876183583
Methiocarb	46	['ug/l' '% recovery']	0.0	0.0	0.0	0.0	109.0	4.163043478260869	19.93881038127125
Methomyl	49	['ug/l' '% recovery']	0.0	0.0	0.0	0.0	104.0	7.832979591836734	26.591766558223906
Methoprene	0	[]							
Methotrexate	0	[]							
Methoxychlor	78	['ug/l' 'pg/l' 'ug/kg     ' 'ug/kg']	0.0	0.0	0.0	0.0	450.0	10.351346153846153	54.01838688692611
Methyl acetate	0	[]							
Methyl acrylate	0	[]							
Methyl bromide	0	[]							
Methyl ethyl ketone	1	['ug/l']	1.0	1.0	1.0	1.0	1.0	1.0	
Methyl iodide	2	['ug/l']	0.02	0.0275	0.035	0.0425	0.05	0.035	0.021213203435596427
Methyl isobutyl ketone	1	['ug/l']	0.2	0.2	0.2	0.2	0.2	0.2	
Methyl methacrylate	1	['ug/l      ']	0.013000000000000001	0.013000000000000001	0.013000000000000001	0.013000000000000001	0.013000000000000001	0.013000000000000001	
Methyl paraoxon	1	['ug/l']	0.015	0.015	0.015	0.015	0.015	0.015	
Methyl parathion	121	['ug/l' 'ug/kg']	0.0	0.0	0.0	0.0	0.59	0.016000000000000004	0.0697890870170019
Methyl salicylate	0	[]							
Methyl tert-butyl ether	181	['ug/l']	0.0	0.0	0.0	0.17	23.0	0.6512596685082872	2.2175916175431545
Methylanthracene	1	['pg/l']	65.235	65.235	65.235	65.235	65.235	65.235	
Methylarsonic acid	0	[]							
Methyldibenzothiophene	15	['ug/kg     ']	0.0	0.0	0.0	1.0	11.6	1.5933333333333333	3.32059948689705
Methylene chloride	111	['ug/l' 'ug/l      ']	0.0	0.0	0.0	0.0	1.9	0.044945945945945955	0.22358800739663348
Methylmercury(1+)	77	['ng/l' 'ug/kg']	0.02	0.08	0.21	0.6	17.1	0.8880389610389611	2.2261650317220574
Methylparaben	1	['ng/l']	83.8	83.8	83.8	83.8	83.8	83.8	
Methylphenidate	0	[]							
Metolachlor	188	['ug/l' 'ng/l']	0.0	0.0	0.008	0.03825	83.5	1.3007414893617022	6.997037012860441
Metolachlor ESA	2	['% recovery']	105.0	115.5	126.0	136.5	147.0	126.0	29.698484809834994
Metoprolol	1	['% recovery']	94.0	94.0	94.0	94.0	94.0	94.0	
Metribuzin	10	['% recovery' 'ug/l']	0.005	0.0095	0.0225	0.02975	95.0	9.518899999999999	30.03500034385809
Metsulfuron-methyl	2	['ug/l']	0.07	0.07	0.07	0.07	0.07	0.07	0.0
Mevastatin	0	[]							
Mevinphos	49	['ug/l']	0.0	0.0	0.0	0.0	0.04	0.0010204081632653062	0.005861206488138655
Microcystin	1	['ug/l']	18.6	18.6	18.6	18.6	18.6	18.6	
Microcystin LR	4	['ug/l' 'ppb']	0.006999999999999999	0.00775	0.008	1.756	7.0	1.75575	3.496166698447506
Microcystin RR	1	['ug/l']	0.001	0.001	0.001	0.001	0.001	0.001	
Microcystin YR	1	['ppb']	5.0	5.0	5.0	5.0	5.0	5.0	
Mirex	35	['ng/g' 'ug/l' 'pg/l' 'ug/kg     ']	-0.001	0.0	0.1	0.8400000000000001	94.8	5.191314285714285	19.59917029121901
Modafinil	0	[]							
Modafinil acid	1	['% recovery']	87.0	87.0	87.0	87.0	87.0	87.0	
Moisture content	1020	['%' '%         ']	0.0	74.0	78.0	79.3	97.81	71.3355354901961	16.423358505224314
Molinate	59	['ug/l']	0.0	0.0	0.0	0.0127	19.2	0.3393762711864406	2.4979976956270935
Molybdenum	567	['ug/l' 'mg/l' 'ppb       ' 'ppm       ' 'ug/l      ' 'mg/kg']	0.0	0.508	3.0	10.0	2000.0	27.363013403880064	145.45420922317055
Monensin	0	[]							
Monoethylglycinexylidide	2	['% recovery']	81.9	83.275	84.65	86.025	87.4	84.65	3.8890872965260113
Montelukast	1	['% recovery']	106.0	106.0	106.0	106.0	106.0	106.0	
Monuron	1	['% recovery']	110.0	110.0	110.0	110.0	110.0	110.0	
Morphinan-6-ol, 7,8-didehydro-4,5-epoxy-3-methoxy-17-methyl-, (5.alpha.,6.alpha.)-	1	['ug/l']	0.2	0.2	0.2	0.2	0.2	0.2	
Morphinan-6-one, 4,5-epoxy-14-hydroxy-3-methoxy-17-methyl-, (5.alpha.)-	0	[]							
Morphine	0	[]							
Morpholine, 3-methyl-2-phenyl-	1	['% recovery']	133.0	133.0	133.0	133.0	133.0	133.0	
Motor oil	0	[]							
Musk ketone	0	[]							
Myclobutanil	25	['ug/l' 'ng/l']	0.001	0.022000000000000002	0.043	6.0	414.0	53.50556	121.22463856723462
N,N-Diethyl-m-toluamide	12	['ng/l' '% recovery']	14.4	66.9	87.6	126.5	311.0	107.46666666666668	82.33347196651314
N-Nitrosodi-n-propylamine	0	[]							
N-Nitrosodimethylamine	0	[]							
N-Nitrosodiphenylamine	1	['ug/l']	1.0	1.0	1.0	1.0	1.0	1.0	
N-Phenyl-N-(4-piperidinyl)propanamide	0	[]							
NCA Invert Analysis Method	0	[]							
Naled	41	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Naphthalene	158	['ng/g' 'ug/l' 'pg/l' 'ng/g      ' 'ug/kg     ' 'ug/l      ']	0.0	0.0	0.0	6.15	13400.0	713.9307173417724	2313.3795844390816
Naphthalene (C1-C4)	24	['ng/g' 'ug/kg     ']	0.0	0.0	1.45	4.75	90.0	9.8375	20.555668053615634
Naphthalene-d8	2	['%']	52.0	55.5	59.0	62.5	66.0	59.0	9.899494936611665
Napropamide	72	['ug/l' 'ng/l']	0.0	0.0	0.0	0.001	306.0	4.256111111111109	36.061720953503105
Naproxen	0	[]							
Neburon	1	['% recovery']	90.0	90.0	90.0	90.0	90.0	90.0	
Neodymium	9	['mg/kg']	14.0	17.0	18.0	21.0	30.0	19.333333333333332	4.743416490252569
Neon	3	['cm3/g STP']	4.4e-09	4.4e-09	4.4e-09	8.019999999999999e-08	1.56e-07	5.493333333333333e-08	8.752630080914727e-08
Nickel	1788	"['mg/l' 'ug/l' 'mg/kg' 'ppm       ' 'ppb       ' 'ug/g' 'ug/l      '
 'mg/kg     ' 'ug/g      ']"	-0.09	0.46	1.52	4.302099999999999	2900.0	9.116814572474848	74.6334073647411
Nicosulfuron	0	[]							
Nicotine	0	[]							
Nifedipine	0	[]							
Niobium	27	['ppm       ' 'ppb       ' 'mg/kg']	4.0	7.0	9.0	15.0	42.0	11.777777777777779	7.914608369403104
Nitrate	7787	['mg/l' 'mg/l      ' 'ppm       ' 'ug/l' 'ug/l      ' 'ueq/L' 'mg/l as N']	-99.0	0.26	1.36	6.005	1640.0	11.498944206829385	49.398129470090126
Nitrate as N	108	['mg/l      ' 'ueq/L     ']	-0.3	0.139	0.2	0.5	16.0	0.8889166666666669	2.097580988266352
Nitrite	2356	['mg/l' 'mg/l      ' 'ug/l' 'ug/l      ' 'umol' 'mg/l as N' 'mg/kg as N']	-99.0	0.01	0.03	0.12	70.0	0.8257683730808898	6.682733426395074
Nitrite as N	8	['mg/l      ']	0.012	0.07125	0.22	0.75	1.5	0.44837499999999997	0.5190166354339164
Nitrobenzene	1	['ug/kg     ']	2.14	2.14	2.14	2.14	2.14	2.14	
Nitrobenzene-D5	14	['% recovery' 'ng/g']	42.3	54.50000000000001	294.5	368.25	772.0	256.37142857142857	216.75340979864805
Nitrogen	798	['mg/l' 'mg/l      ' 'ug/l' '%']	0.002	0.214	1.2223000000000002	11.95575	8756.0	48.506075172792	367.99167798062786
Nitrogen ion	4	['mg/l      ']	0.16	0.2875	2.355	4.485	4.8	2.4175	2.51539758288824
Nitrogen, ammonia (NH3) as NH4	0	[]							
Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)	2159	['mg/l' 'ug/l' 'mg/l NO3' 'mg/kg' '% by wt']	0.0024	0.28	1.0	3.795	2600.0	9.3982246971415	85.01859641229952
Nitrogen-15/14 ratio	58	['per mil']	0.25	4.33	6.6	9.56	66.7	9.031551724137934	10.908036438948033
Nitrophenol	0	[]							
Nonylphenol	3	['ug/l']	0.621	1.0205	1.42	1.77	2.12	1.3869999999999998	0.7500446653366718
Norbuprenorphine	0	[]							
Norethisterone	0	[]							
Norfluoxetine oxalate	0	[]							
Norflurazon	80	['ug/l' 'ng/l']	0.0	0.0	0.0	0.0	2.0	0.056437499999999995	0.2736256725940234
Normeperidine	0	[]							
Normorphine	0	[]							
Norquetiapine	3	['% recovery']	94.7	96.15	97.6	116.8	136.0	109.43333333333334	23.053054750582046
Norsertraline hydrochloride	0	[]							
Norverapamil hydrochloride	1	['% recovery']	111.0	111.0	111.0	111.0	111.0	111.0	
Nutrient-nitrogen	4	['mg/l      ']	0.085	0.39625	0.6	0.7499999999999999	0.9	0.54625	0.348170815357443
Octacosane	0	[]							
Octadecane	1	['ug/kg']	125.23	125.23	125.23	125.23	125.23	125.23	
Odor severity (choice list)	0	[]							
Odor threshold number	37	['TON']	0.0	1.0	3.0	4.0	17.0	3.108108108108108	3.229927620308609
Oil and Grease	15	['mg/l']	0.0	5.35	6.6	37.0	149.0	31.19333333333333	47.05705452907546
Oil and grease	28	['mg/l      ']	0.2	2.3750000000000004	3.4	7.25	45.0	7.417857142857143	11.352599753537564
Oil and grease -- CWA 304B	6	['mg/l']	0.0	0.25	2.0	5.25	7.0	2.8333333333333335	3.0605010483034745
Omeprazole	0	[]							
Organic Nitrogen	15	['mg/l' 'mg/l      ']	0.1	0.1866	0.43	0.5900000000000001	1.6	0.49632000000000004	0.3970068930671823
Organic anions	11	['ueq/L']	6.76	10.74346945765	15.67	24.236729947	72.44	22.78185443720909	19.77510619688721
Organic carbon	2183	['mg/l' '%' 'ug/l' '%         ' 'ug/kg     ' 'mg/l      ' 'g/kg' '% by wt']	0.0	1.4	3.1	6.2	9302.56	70.54135900595517	442.62418840780265
Organic nitrogen	1446	['mg/l' 'mg/kg' '%']	0.0	0.13	0.32	0.7175	200000.0	150.0803734439835	5269.56880612239
Organic phosphorus	45	['mg/l      ' 'mg/l as P']	0.0	0.0	0.01	0.0155	0.0673	0.012560000000000003	0.014492402398247405
Orthophosphate	64	['mg/l']	0.0	0.003	0.006	0.09875	28.0	1.4119062500000001	4.755762625468346
Orthophosphate as P	56	['mg/l      ']	0.0003	0.001575	0.02225	0.06	12.0	0.3105482142857143	1.6195420481774887
